"","C10","C9","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"OTU_27855",0,0,"OTU_27855","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27856",0,0,"OTU_27856","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27857",0,0,"OTU_27857","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27858",0,0,"OTU_27858","High","187706","Eukaryota","Arthropoda","Collembola","Entomobryomorpha","Tomoceridae","Tomocerus","Tomocerus minor"
"OTU_2786",0,0,"OTU_2786","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27861",0,0,"OTU_27861","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27863",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27864",0,0,"OTU_27864","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27865",0,0,"OTU_27865","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27866",0,0,"OTU_27866","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27867",0,0,"OTU_27867","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27868",0,0,"OTU_27868","Low","1262161","Eukaryota","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Pyropia","Pyropia haitanensis"
"OTU_27869",0,0,"OTU_27869","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27870",0,0,"OTU_27870","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27871",0,0,"OTU_27871","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27874",0,4,"OTU_27874","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27875",0,4,"OTU_27875","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27876",0,4,"OTU_27876","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27877",0,4,"OTU_27877","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27878",0,4,"OTU_27878","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2788",160,0,"OTU_2788","Low","946380","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium aff. iwayamai"
"OTU_27881",0,4,"OTU_27881","High-MH","None","Eukaryota","Chordata","Actinopteri","Perciformes","Liparidae","Liparis",NA
"OTU_27882",0,4,"OTU_27882","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_27884",0,6,"OTU_27884","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27885",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27886",0,4,"OTU_27886","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27887",0,4,"OTU_27887","Low","1377661","Eukaryota","Arthropoda","Insecta","Lepidoptera","Geometridae","Urostola","Urostola magica"
"OTU_27888",0,4,"OTU_27888","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27889",0,4,"OTU_27889","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2789",0,0,"OTU_2789","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27890",0,4,"OTU_27890","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27892",0,4,"OTU_27892","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27893",0,4,"OTU_27893","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27894",0,4,"OTU_27894","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27895",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27896",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27897",0,4,"OTU_27897","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27899",0,4,"OTU_27899","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_279",0,0,"OTU_279","High","544687","Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia bifilosa"
"OTU_2790",0,0,"OTU_2790","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27900",0,4,"OTU_27900","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27901",0,4,"OTU_27901","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27902",0,4,"OTU_27902","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27903",0,4,"OTU_27903","Low","1344365","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Hyaloperonospora","Hyaloperonospora dentariae-macrophyllae"
"OTU_27904",0,4,"OTU_27904","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27905",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27906",0,4,"OTU_27906","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27907",0,4,"OTU_27907","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27908",0,4,"OTU_27908","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27909",0,4,"OTU_27909","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2791",0,0,"OTU_2791","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27910",0,4,"OTU_27910","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27911",0,4,"OTU_27911","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27912",0,4,"OTU_27912","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27914",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27915",0,4,"OTU_27915","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27916",0,4,"OTU_27916","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27917",0,4,"OTU_27917","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27918",0,4,"OTU_27918","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27919",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27920",0,4,"OTU_27920","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27922",0,4,"OTU_27922","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27923",0,4,"OTU_27923","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27924",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27925",0,4,"OTU_27925","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27926",0,4,"OTU_27926","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27927",0,4,"OTU_27927","Low","983544","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","Lacinutrix sp. 5H-3-7-4"
"OTU_27928",0,4,"OTU_27928","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27929",0,4,"OTU_27929","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2793",0,0,"OTU_2793","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27930",0,4,"OTU_27930","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27931",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27932",0,4,"OTU_27932","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27933",0,4,"OTU_27933","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27935",0,4,"OTU_27935","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27936",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27937",0,4,"OTU_27937","Low","1798225","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","Formosa sp. Hel1_31_208"
"OTU_27938",0,4,"OTU_27938","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27939",0,4,"OTU_27939","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2794",0,0,"OTU_2794","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27940",0,4,"OTU_27940","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27941",0,4,"OTU_27941","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27942",0,4,"OTU_27942","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"OTU_27944",0,4,"OTU_27944","Low","370292","Eukaryota","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Thelephora","Thelephora ganbajun"
"OTU_27945",0,4,"OTU_27945","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27946",0,4,"OTU_27946","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27947",0,4,"OTU_27947","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27948",0,4,"OTU_27948","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2795",0,0,"OTU_2795","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27950",0,4,"OTU_27950","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27951",0,4,"OTU_27951","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27954",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27955",0,4,"OTU_27955","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27956",0,4,"OTU_27956","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27957",0,4,"OTU_27957","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27958",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27959",0,4,"OTU_27959","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2796",0,0,"OTU_2796","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27960",0,4,"OTU_27960","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27962",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27963",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27964",0,0,"OTU_27964","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27965",0,0,"OTU_27965","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27966",0,0,"OTU_27966","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2797",0,0,"OTU_2797","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27970",0,0,"OTU_27970","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27971",0,0,"OTU_27971","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27972",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27973",0,0,"OTU_27973","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27975",0,0,"OTU_27975","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27977",0,0,"OTU_27977","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27978",0,0,"OTU_27978","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27979",0,0,"OTU_27979","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2798",0,0,"OTU_2798","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27980",0,0,"OTU_27980","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27981",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27983",0,0,"OTU_27983","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27984",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27986",0,0,"OTU_27986","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27987",0,0,"OTU_27987","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27988",0,0,"OTU_27988","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27989",0,0,"OTU_27989","Low","1417925","Eukaryota","Arthropoda","Arachnida","Mesostigmata","Laelapidae","Laelaps","Laelaps taingueni"
"OTU_27990",0,0,"OTU_27990","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27991",0,0,"OTU_27991","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27992",0,0,"OTU_27992","Low","2282170","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Kordia","Kordia sp. SMS9"
"OTU_27993",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_27994",0,0,"OTU_27994","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27995",0,0,"OTU_27995","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_27996",0,0,"OTU_27996","Low","291623","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Pseudoperonospora","Pseudoperonospora celtidis"
"OTU_27999",0,0,"OTU_27999","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28",0,46,"OTU_28","High","62808","Eukaryota","Chordata","Ascidiacea","Stolidobranchia","Styelidae","Botrylloides","Botrylloides leachii"
"OTU_280",0,0,"OTU_280","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2800",0,0,"OTU_2800","Low","313997","Eukaryota","","","Himatismenida","Cochliopodiidae","Cochliopodium","Cochliopodium minus"
"OTU_28000",0,0,"OTU_28000","Low","2361740","Eukaryota","Arthropoda","Insecta","Diptera","Keroplatidae","","Keroplatidae sp. BIOUG24361-F04"
"OTU_28001",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28004",0,0,"OTU_28004","Low","89336","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp."
"OTU_28005",0,0,"OTU_28005","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28006",0,0,"OTU_28006","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28007",0,0,"OTU_28007","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28008",0,0,"OTU_28008","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2801",159,0,"OTU_2801","High","1679745","Eukaryota","Annelida","Polychaeta","Spionida","Cirratulidae","Timarete","Timarete cf. punctata MW-2015"
"OTU_28010",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28011",0,0,"OTU_28011","Low","49249","Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum brightwellii"
"OTU_28012",0,0,"OTU_28012","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28015",0,0,"OTU_28015","High-MH","None","Eukaryota","Rhodophyta","Florideophyceae","Gigartinales",NA,NA,NA
"OTU_28017",0,0,"OTU_28017","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28018",0,0,"OTU_28018","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28019",0,0,"OTU_28019","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2802",0,0,"OTU_2802","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28020",0,0,"OTU_28020","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28021",0,0,"OTU_28021","Low","1167875","Eukaryota","","","","","Squamamoeba","Squamamoeba japonica"
"OTU_28028",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28029",0,0,"OTU_28029","Low","27933","Eukaryota","Porifera","Calcarea","Leucosolenida","Sycettidae","Sycon","Sycon ciliatum"
"OTU_2803",0,0,"OTU_2803","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28030",0,0,"OTU_28030","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28031",0,0,"OTU_28031","Low","1454201","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","Nonlabens marinus"
"OTU_28032",0,0,"OTU_28032","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28033",0,0,"OTU_28033","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28034",0,0,"OTU_28034","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28035",0,0,"OTU_28035","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28036",0,0,"OTU_28036","Low","89940","Eukaryota","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora bantiana"
"OTU_28037",0,0,"OTU_28037","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28038",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28039",0,0,"OTU_28039","Low","176275","Eukaryota","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria bassiana"
"OTU_2804",0,0,"OTU_2804","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28040",0,0,"OTU_28040","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28041",0,0,"OTU_28041","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28042",0,0,"OTU_28042","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28043",0,0,"OTU_28043","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28044",0,0,"OTU_28044","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28045",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28046",0,0,"OTU_28046","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28047",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28049",0,0,"OTU_28049","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2805",0,38,"OTU_2805","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_28050",0,0,"OTU_28050","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28051",0,0,"OTU_28051","Low","1504853","Eukaryota","Arthropoda","Insecta","Neuroptera","Chrysopidae","Nineta","Nineta flava"
"OTU_28052",0,0,"OTU_28052","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28053",0,0,"OTU_28053","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28055",0,0,"OTU_28055","Low","1690041","Eukaryota","Arthropoda","Insecta","Hemiptera","Clastopteridae","Clastoptera","Clastoptera lugubris"
"OTU_28056",0,0,"OTU_28056","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28057",0,0,"OTU_28057","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2806",0,0,"OTU_2806","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28060",0,0,"OTU_28060","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28061",0,0,"OTU_28061","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28062",0,0,"OTU_28062","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28064",0,0,"OTU_28064","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28066",0,0,"OTU_28066","Low","669041","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Tenacibaculum dicentrarchi"
"OTU_28068",0,0,"OTU_28068","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28069",0,0,"OTU_28069","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2807",140,0,"OTU_2807","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28070",0,0,"OTU_28070","High","88288","Eukaryota","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Collybia","Collybia tuberosa"
"OTU_28071",0,0,"OTU_28071","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28072",0,0,"OTU_28072","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28073",0,0,"OTU_28073","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28074",0,0,"OTU_28074","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28075",0,0,"OTU_28075","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28076",0,0,"OTU_28076","Low","158698","Eukaryota","Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Membranoptera","Membranoptera tenuis"
"OTU_28077",0,0,"OTU_28077","Low","1973054","Eukaryota","","","","Vannellidae","Vannella","Vannella sp."
"OTU_28078",0,0,"OTU_28078","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2808",0,0,"OTU_2808","High","31376","Eukaryota","Rhodophyta","Florideophyceae","Batrachospermales","Lemaneaceae","Paralemanea","Paralemanea annulata"
"OTU_28080",0,0,"OTU_28080","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28081",0,0,"OTU_28081","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28082",0,0,"OTU_28082","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28083",0,0,"OTU_28083","Low","210010","Eukaryota","Ascomycota","Leotiomycetes","Helotiales","","Rhynchosporium","Rhynchosporium orthosporum"
"OTU_28084",0,0,"OTU_28084","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28085",0,0,"OTU_28085","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28086",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28087",0,0,"OTU_28087","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28088",0,0,"OTU_28088","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28089",0,0,"OTU_28089","Low","655981","Eukaryota","Ascomycota","Leotiomycetes","","Pseudeurotiaceae","Pseudogymnoascus","Pseudogymnoascus destructans"
"OTU_2809",0,158,"OTU_2809","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28090",0,0,"OTU_28090","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28092",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28093",0,0,"OTU_28093","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28094",0,0,"OTU_28094","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28095",0,0,"OTU_28095","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28096",0,0,"OTU_28096","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28097",0,0,"OTU_28097","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_28098",0,0,"OTU_28098","Low","1522452","Eukaryota","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Nannochloris","Nannochloris sp. MBTD-CMFRI-S048"
"OTU_28099",0,0,"OTU_28099","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_281",0,0,"OTU_281","Low","1388755","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. HIMB1321"
"OTU_2810",0,0,"OTU_2810","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28101",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28102",0,0,"OTU_28102","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28103",0,0,"OTU_28103","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28104",0,0,"OTU_28104","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28106",0,0,"OTU_28106","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28107",0,0,"OTU_28107","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28108",0,0,"OTU_28108","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28109",0,0,"OTU_28109","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2811",0,0,"OTU_2811","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28110",0,0,"OTU_28110","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28111",0,0,"OTU_28111","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28113",0,0,"OTU_28113","Low","133519","Eukaryota","","Phaeophyceae","Ectocarpales","Chordariaceae","Halothrix","Halothrix lumbricalis"
"OTU_28114",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28115",0,0,"OTU_28115","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28116",0,0,"OTU_28116","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28117",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28118",0,0,"OTU_28118","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_28119",0,0,"OTU_28119","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2812",0,0,"OTU_2812","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28120",0,0,"OTU_28120","High-MH","None","Eukaryota","Cnidaria","Hydrozoa","Leptothecata","Campanulariidae","Clytia",NA
"OTU_28121",0,0,"OTU_28121","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28122",0,0,"OTU_28122","Low","104782","Eukaryota","Rotifera","Bdelloidea","Adinetida","Adinetidae","Adineta","Adineta vaga"
"OTU_28124",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28125",0,0,"OTU_28125","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28126",0,0,"OTU_28126","Low","1443144","Eukaryota","","","","Vannellidae","Paravannella","Paravannella minima"
"OTU_28127",0,0,"OTU_28127","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28128",0,0,"OTU_28128","Low","1654810","Eukaryota","","","","Paramoebidae","Cunea","Cunea thuwala"
"OTU_28129",0,0,"OTU_28129","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2813",0,0,"OTU_2813","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28130",0,0,"OTU_28130","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28131",0,0,"OTU_28131","Low","71150","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Paxillaceae","Paxillus","Paxillus involutus"
"OTU_28132",0,0,"OTU_28132","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28134",0,0,"OTU_28134","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28135",0,0,"OTU_28135","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28136",0,0,"OTU_28136","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28137",0,0,"OTU_28137","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28138",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28139",0,0,"OTU_28139","Low","560979","Eukaryota","Bryozoa","Gymnolaemata","Ctenostomatida","Vesiculariidae","Amathia","Amathia citrina"
"OTU_2814",0,0,"OTU_2814","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28140",0,0,"OTU_28140","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28141",0,0,"OTU_28141","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28143",0,0,"OTU_28143","Low","485446","Eukaryota","","Oomycetes","Myzocytiopsidales","Myzocytiopsidaceae","Myzocytiopsis","Myzocytiopsis sp. venatrix"
"OTU_28144",0,0,"OTU_28144","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28146",0,0,"OTU_28146","Low","1881779","Eukaryota","Arthropoda","Insecta","Diptera","Mycetophilidae","Mycetophila","Mycetophila sp. BOLD-2016"
"OTU_28147",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28148",0,0,"OTU_28148","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_2815",0,0,"OTU_2815","Low","558755","Eukaryota","Bryozoa","Gymnolaemata","Cheilostomatida","Cryptosulidae","Cryptosula","Cryptosula pallasiana"
"OTU_28150",0,0,"OTU_28150","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_28151",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_28152",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
